OrderItemId,OrderId,ItemId,ItemPrice
259-07,259,1,109
259-08,259,5,695
259-09,259,11,109
259-10,259,4,15
260-01,260,6,168
260-02,260,4,15
260-03,260,11,109
260-04,260,16,29
260-05,260,15,56
260-06,260,14,999
260-07,260,20,12
261-01,261,9,64
261-02,261,2,22
261-03,261,13,599
261-04,261,15,56
262-01,262,6,168
262-02,262,16,29
263-01,263,14,999
263-02,263,18,9
263-03,263,5,695
264-01,264,8,10
264-02,264,7,9
264-03,264,11,109
264-04,264,15,56
264-05,264,16,29
264-06,264,17,39
264-07,264,12,114
264-08,264,3,55
264-09,264,9,64
265-01,265,9,64
265-02,265,1,109
265-03,265,18,9
265-04,265,5,695
265-05,265,13,599
266-01,266,18,9
266-02,266,14,999
266-03,266,15,56
266-04,266,17,39
266-05,266,8,10
266-06,266,2,22
266-07,266,4,15
266-08,266,19,7
266-09,266,12,114
266-10,266,7,9
267-01,267,20,12
267-02,267,5,695
267-03,267,2,22
267-04,267,18,9
267-05,267,9,64
267-06,267,16,29
267-07,267,6,168
267-08,267,15,56
267-09,267,14,999
268-01,268,3,55
268-02,268,16,29
268-03,268,4,15
268-04,268,19,7
268-05,268,15,56
268-06,268,1,109
268-07,268,6,168
268-08,268,14,999
268-09,268,7,9
268-10,268,5,695
269-01,269,11,109
269-02,269,16,29
269-03,269,14,999
270-01,270,9,64
270-02,270,11,109
270-03,270,12,114
270-04,270,8,10
270-05,270,1,109
270-06,270,20,12
270-07,270,17,39
271-01,271,13,599
271-02,271,8,10
271-03,271,1,109
271-04,271,19,7
271-05,271,16,29
271-06,271,4,15
271-07,271,5,695
271-08,271,11,109
272-01,272,17,39
272-02,272,5,695
273-01,273,2,22
273-02,273,12,114
273-03,273,6,168
274-01,274,8,10
274-02,274,9,64
274-03,274,15,56
274-04,274,13,599
275-01,275,4,15
275-02,275,12,114
275-03,275,17,39
275-04,275,14,999
275-05,275,9,64
275-06,275,6,168
275-07,275,7,9
276-01,276,16,29
276-02,276,4,15
276-03,276,8,10
276-04,276,9,64
276-05,276,15,56
276-06,276,18,9
276-07,276,17,39
276-08,276,11,109
277-01,277,18,9
277-02,277,3,55
277-03,277,17,39
277-04,277,6,168
278-01,278,1,109
278-02,278,7,9
279-01,279,2,22
279-02,279,3,55
279-03,279,13,599
280-01,280,12,114
280-02,280,4,15
280-03,280,13,599
280-04,280,19,7
280-05,280,8,10
280-06,280,15,56
280-07,280,6,168
280-08,280,5,695
281-01,281,17,39
281-02,281,4,15
281-03,281,19,7
281-04,281,1,109
282-01,282,20,12
282-02,282,15,56
283-01,283,16,29
283-02,283,17,39
283-03,283,11,109
283-04,283,7,9
284-01,284,7,9
284-02,284,8,10
284-03,284,3,55
284-04,284,14,999
285-01,285,4,15
285-02,285,15,56
286-01,286,20,12
286-02,286,15,56
286-03,286,4,15
286-04,286,12,114
286-05,286,6,168
287-01,287,13,599
287-02,287,15,56
288-01,288,1,109
288-02,288,4,15
288-03,288,10,109
289-01,289,8,10
289-02,289,6,168
289-03,289,5,695
289-04,289,3,55
289-05,289,12,114
289-06,289,15,56
289-07,289,11,109
290-01,290,7,9
290-02,290,12,114
290-03,290,19,7
290-04,290,18,9
290-05,290,13,599
290-06,290,14,999
290-07,290,11,109
290-08,290,17,39
290-09,290,8,10
290-10,290,10,109
291-01,291,3,55
291-02,291,7,9
291-03,291,16,29
292-01,292,15,56
293-01,293,13,599
293-02,293,9,64
293-03,293,7,9
293-04,293,4,15
293-05,293,6,168
293-06,293,18,9
293-07,293,10,109
293-08,293,14,999
293-09,293,19,7
293-10,293,16,29
294-01,294,6,168
294-02,294,16,29
295-01,295,12,114
296-01,296,7,9
296-02,296,15,56
296-03,296,18,9
296-04,296,1,109
296-05,296,5,695
296-06,296,14,999
296-07,296,9,64
296-08,296,19,7
296-09,296,6,168
297-01,297,15,56
297-02,297,17,39
297-03,297,18,9
297-04,297,12,114
297-05,297,1,109
297-06,297,6,168
297-07,297,20,12
297-08,297,14,999
297-09,297,8,10
298-01,298,1,109
298-02,298,5,695
299-01,299,20,12
300-01,300,7,9
300-02,300,10,109
300-03,300,12,114
300-04,300,18,9
300-05,300,3,55
300-06,300,14,999
300-07,300,5,695
300-08,300,9,64
300-09,300,13,599
301-01,301,4,15
301-02,301,5,695
301-03,301,12,114
302-01,302,15,56
302-02,302,6,168
302-03,302,11,109
302-04,302,13,599
302-05,302,16,29
302-06,302,8,10
303-01,303,10,109
303-02,303,13,599
304-01,304,11,109
304-02,304,3,55
305-01,305,7,9
305-02,305,6,168
305-03,305,19,7
305-04,305,16,29
306-01,306,13,599
306-02,306,3,55
306-03,306,12,114
306-04,306,7,9
306-05,306,14,999
307-01,307,15,56
308-01,308,1,109
308-02,308,12,114
308-03,308,3,55
308-04,308,17,39
308-05,308,19,7
308-06,308,20,12
308-07,308,15,56
309-01,309,6,168
309-02,309,13,599
309-03,309,20,12
309-04,309,5,695
309-05,309,2,22
309-06,309,10,109
309-07,309,15,56
309-08,309,3,55
309-09,309,4,15
310-01,310,15,56
310-02,310,11,109
310-03,310,10,109
310-04,310,1,109
311-01,311,11,109
311-02,311,20,12
311-03,311,17,39
311-04,311,2,22
312-01,312,7,9
312-02,312,5,695
312-03,312,16,29
312-04,312,4,15
312-05,312,13,599
312-06,312,9,64
313-01,313,8,10
313-02,313,12,114
313-03,313,18,9
314-01,314,13,599
314-02,314,4,15
314-03,314,7,9
314-04,314,2,22
315-01,315,2,22
315-02,315,12,114
315-03,315,13,599
315-04,315,15,56
315-05,315,10,109
315-06,315,6,168
316-01,316,16,29
316-02,316,6,168
316-03,316,13,599
316-04,316,8,10
316-05,316,4,15
316-06,316,12,114
316-07,316,9,64
316-08,316,2,22
317-01,317,15,56
317-02,317,19,7
317-03,317,10,109
317-04,317,2,22
317-05,317,9,64
318-01,318,7,9
318-02,318,8,10
318-03,318,9,64
318-04,318,1,109
318-05,318,5,695
318-06,318,3,55
318-07,318,4,15
318-08,318,6,168
318-09,318,15,56
318-10,318,11,109
319-01,319,3,55
319-02,319,13,599
319-03,319,5,695
320-01,320,6,168
320-02,320,17,39
320-03,320,16,29
320-04,320,1,109
320-05,320,19,7
320-06,320,12,114
320-07,320,15,56
320-08,320,20,12
320-09,320,7,9
320-10,320,4,15
321-01,321,3,55
322-01,322,9,64
322-02,322,1,109
322-03,322,14,999
322-04,322,6,168
322-05,322,3,55
322-06,322,15,56
322-07,322,4,15
322-08,322,2,22
323-01,323,14,999
324-01,324,17,39
324-02,324,11,109
324-03,324,19,7
324-04,324,12,114
324-05,324,18,9
324-06,324,16,29
324-07,324,13,599
325-01,325,15,56
325-02,325,8,10
325-03,325,11,109
325-04,325,7,9
325-05,325,12,114
325-06,325,3,55
325-07,325,1,109
325-08,325,6,168
325-09,325,9,64
326-01,326,9,64
326-02,326,7,9
326-03,326,20,12
326-04,326,2,22
326-05,326,8,10
326-06,326,13,599
327-01,327,3,55
327-02,327,17,39
327-03,327,13,599
327-04,327,18,9
327-05,327,1,109
327-06,327,7,9
327-07,327,2,22
327-08,327,19,7
328-01,328,5,695
328-02,328,8,10
328-03,328,14,999
328-04,328,12,114
328-05,328,13,599
328-06,328,19,7
328-07,328,7,9
328-08,328,4,15
328-09,328,10,109
329-01,329,16,29
329-02,329,8,10
329-03,329,12,114
329-04,329,11,109
329-05,329,17,39
329-06,329,5,695
329-07,329,10,109
329-08,329,18,9
330-01,330,3,55
330-02,330,13,599
330-03,330,6,168
331-01,331,15,56
331-02,331,2,22
331-03,331,11,109
332-01,332,19,7
332-02,332,6,168
333-01,333,6,168
333-02,333,9,64
333-03,333,11,109
333-04,333,15,56
333-05,333,7,9
333-06,333,14,999
334-01,334,3,55
334-02,334,10,109
334-03,334,20,12
334-04,334,17,39
334-05,334,9,64
334-06,334,6,168
334-07,334,4,15
335-01,335,19,7
335-02,335,10,109
335-03,335,13,599
335-04,335,14,999
335-05,335,9,64
336-01,336,17,39
336-02,336,19,7
336-03,336,18,9
336-04,336,10,109
336-05,336,3,55
336-06,336,6,168
336-07,336,9,64
336-08,336,14,999
336-09,336,8,10
337-01,337,6,168
337-02,337,10,109
337-03,337,18,9
337-04,337,11,109
337-05,337,7,9
337-06,337,4,15
337-07,337,1,109
337-08,337,13,599
338-01,338,13,599
338-02,338,10,109
338-03,338,3,55
338-04,338,6,168
339-01,339,12,114
339-02,339,6,168
339-03,339,1,109
340-01,340,11,109
340-02,340,15,56
340-03,340,17,39
341-01,341,2,22
341-02,341,20,12
341-03,341,17,39
341-04,341,9,64
342-01,342,14,999
342-02,342,5,695
342-03,342,1,109
342-04,342,11,109
342-05,342,8,10
342-06,342,3,55
342-07,342,2,22
342-08,342,15,56
342-09,342,6,168
342-10,342,18,9
343-01,343,17,39
343-02,343,10,109
343-03,343,15,56
343-04,343,14,999
343-05,343,9,64
343-06,343,16,29
343-07,343,6,168
344-01,344,7,9
344-02,344,6,168
345-01,345,17,39
345-02,345,5,695
345-03,345,4,15
345-04,345,7,9
345-05,345,10,109
345-06,345,13,599
345-07,345,8,10
346-01,346,12,114
346-02,346,6,168
346-03,346,7,9
346-04,346,17,39
347-01,347,16,29
347-02,347,12,114
347-03,347,8,10
347-04,347,3,55
347-05,347,13,599
347-06,347,18,9
347-07,347,17,39
348-01,348,20,12
348-02,348,13,599
348-03,348,6,168
348-04,348,10,109
348-05,348,16,29
348-06,348,17,39
348-07,348,14,999
348-08,348,9,64
349-01,349,15,56
350-01,350,6,168
350-02,350,2,22
350-03,350,18,9
350-04,350,15,56
350-05,350,8,10
350-06,350,11,109
350-07,350,5,695
350-08,350,16,29
350-09,350,4,15
351-01,351,17,39
351-02,351,1,109
351-03,351,12,114
351-04,351,14,999
351-05,351,2,22
351-06,351,4,15
351-07,351,18,9
352-01,352,17,39
352-02,352,16,29
353-01,353,7,9
353-02,353,20,12
353-03,353,10,109
353-04,353,18,9
353-05,353,19,7
354-01,354,17,39
354-02,354,6,168
354-03,354,12,114
354-04,354,11,109
354-05,354,13,599
355-01,355,9,64
355-02,355,14,999
355-03,355,1,109
355-04,355,13,599
355-05,355,10,109
355-06,355,11,109
355-07,355,7,9
356-01,356,17,39
356-02,356,2,22
356-03,356,3,55
356-04,356,9,64
356-05,356,10,109
356-06,356,6,168
357-01,357,8,10
357-02,357,20,12
357-03,357,15,56
357-04,357,1,109
357-05,357,4,15
358-01,358,14,999
358-02,358,16,29
358-03,358,12,114
358-04,358,20,12
358-05,358,3,55
358-06,358,19,7
359-01,359,15,56
359-02,359,16,29
359-03,359,12,114
359-04,359,7,9
359-05,359,4,15
359-06,359,8,10
359-07,359,3,55
359-08,359,1,109
359-09,359,11,109
360-01,360,16,29
360-02,360,14,999
360-03,360,10,109
360-04,360,18,9
360-05,360,17,39
360-06,360,20,12
360-07,360,1,109
361-01,361,14,999
361-02,361,17,39
362-01,362,2,22
362-02,362,5,695
362-03,362,10,109
362-04,362,19,7
362-05,362,3,55
362-06,362,16,29
362-07,362,14,999
362-08,362,18,9
362-09,362,7,9
363-01,363,8,10
363-02,363,12,114
363-03,363,19,7
363-04,363,9,64
364-01,364,16,29
365-01,365,14,999
365-02,365,18,9
365-03,365,19,7
366-01,366,15,56
366-02,366,14,999
366-03,366,12,114
366-04,366,11,109
366-05,366,20,12
367-01,367,10,109
367-02,367,11,109
367-03,367,19,7
367-04,367,6,168
367-05,367,4,15
367-06,367,2,22
367-07,367,5,695
367-08,367,12,114
368-01,368,7,9
368-02,368,1,109
368-03,368,14,999
368-04,368,11,109
368-05,368,8,10
368-06,368,10,109
369-01,369,12,114
369-02,369,7,9
369-03,369,16,29
369-04,369,19,7
369-05,369,18,9
369-06,369,5,695
369-07,369,15,56
369-08,369,20,12
369-09,369,4,15
369-10,369,1,109
370-01,370,9,64
370-02,370,6,168
370-03,370,16,29
371-01,371,1,109
371-02,371,10,109
371-03,371,9,64
371-04,371,5,695
371-05,371,18,9
371-06,371,3,55
371-07,371,2,22
372-01,372,3,55
372-02,372,16,29
372-03,372,6,168
372-04,372,7,9
372-05,372,5,695
372-06,372,14,999
372-07,372,1,109
372-08,372,12,114
372-09,372,10,109
372-10,372,2,22
373-01,373,4,15
373-02,373,13,599
373-03,373,11,109
374-01,374,12,114
374-02,374,1,109
374-03,374,11,109
374-04,374,5,695
374-05,374,18,9
374-06,374,3,55
375-01,375,4,15
375-02,375,1,109
375-03,375,5,695
375-04,375,12,114
375-05,375,9,64
375-06,375,18,9
375-07,375,7,9
375-08,375,19,7
376-01,376,17,39
376-02,376,10,109
376-03,376,2,22
377-01,377,2,22
377-02,377,6,168
377-03,377,15,56
377-04,377,4,15
377-05,377,18,9
378-01,378,2,22
378-02,378,17,39
378-03,378,11,109
378-04,378,8,10
378-05,378,3,55
378-06,378,14,999
378-07,378,5,695
378-08,378,6,168
378-09,378,12,114
378-10,378,19,7
379-01,379,14,999
379-02,379,13,599
379-03,379,12,114
379-04,379,19,7
379-05,379,1,109
379-06,379,11,109
379-07,379,8,10
379-08,379,5,695
380-01,380,15,56
380-02,380,4,15
380-03,380,13,599
380-04,380,16,29
380-05,380,9,64
380-06,380,20,12
381-01,381,17,39
381-02,381,5,695
381-03,381,12,114
381-04,381,13,599
382-01,382,16,29
382-02,382,9,64
383-01,383,18,9
384-01,384,19,7
385-01,385,18,9
385-02,385,17,39
385-03,385,11,109
385-04,385,4,15
385-05,385,7,9
385-06,385,6,168
385-07,385,20,12
386-01,386,11,109
386-02,386,9,64
387-01,387,18,9
387-02,387,19,7
387-03,387,16,29
387-04,387,7,9
387-05,387,5,695
387-06,387,4,15
387-07,387,11,109
387-08,387,10,109
387-09,387,17,39
387-10,387,12,114
388-01,388,12,114
388-02,388,4,15
388-03,388,6,168
388-04,388,17,39
388-05,388,2,22
389-01,389,2,22
389-02,389,16,29
389-03,389,9,64
389-04,389,11,109
389-05,389,10,109
389-06,389,13,599
389-07,389,8,10
389-08,389,19,7
389-09,389,14,999
390-01,390,8,10
390-02,390,12,114
390-03,390,6,168
390-04,390,17,39
390-05,390,7,9
390-06,390,10,109
390-07,390,5,695
390-08,390,13,599
390-09,390,3,55
391-01,391,4,15
391-02,391,13,599
391-03,391,12,114
391-04,391,16,29
391-05,391,11,109
391-06,391,20,12
391-07,391,8,10
391-08,391,2,22
392-01,392,9,64
392-02,392,8,10
392-03,392,19,7
392-04,392,13,599
392-05,392,16,29
392-06,392,20,12
392-07,392,7,9
392-08,392,14,999
392-09,392,11,109
393-01,393,3,55
394-01,394,4,15
394-02,394,6,168
394-03,394,1,109
394-04,394,17,39
394-05,394,5,695
394-06,394,10,109
394-07,394,20,12
394-08,394,12,114
395-01,395,17,39
395-02,395,1,109
395-03,395,7,9
395-04,395,8,10
395-05,395,3,55
395-06,395,20,12
395-07,395,5,695
395-08,395,13,599
395-09,395,16,29
395-10,395,14,999
396-01,396,17,39
396-02,396,18,9
396-03,396,5,695
396-04,396,3,55
396-05,396,19,7
396-06,396,9,64
396-07,396,6,168
397-01,397,13,599
397-02,397,3,55
397-03,397,9,64
397-04,397,5,695
397-05,397,1,109
397-06,397,20,12
398-01,398,15,56
398-02,398,18,9
399-01,399,9,64
399-02,399,11,109
399-03,399,5,695
399-04,399,2,22
400-01,400,7,9
400-02,400,9,64
400-03,400,12,114
400-04,400,2,22
400-05,400,17,39
400-06,400,18,9
400-07,400,14,999
400-08,400,1,109
400-09,400,5,695
400-10,400,3,55
401-01,401,9,64
401-02,401,4,15
401-03,401,7,9
401-04,401,12,114
401-05,401,8,10
402-01,402,10,109
402-02,402,8,10
402-03,402,11,109
403-01,403,18,9
403-02,403,9,64
403-03,403,17,39
404-01,404,3,55
404-02,404,9,64
404-03,404,2,22
404-04,404,18,9
404-05,404,14,999
404-06,404,12,114
404-07,404,15,56
405-01,405,6,168
405-02,405,13,599
405-03,405,18,9
405-04,405,12,114
405-05,405,11,109
405-06,405,20,12
405-07,405,14,999
406-01,406,11,109
406-02,406,6,168
406-03,406,19,7
406-04,406,5,695
406-05,406,14,999
406-06,406,15,56
407-01,407,11,109
407-02,407,20,12
407-03,407,3,55
407-04,407,6,168
407-05,407,19,7
407-06,407,10,109
407-07,407,18,9
407-08,407,13,599
408-01,408,7,9
408-02,408,8,10
408-03,408,11,109
408-04,408,6,168
408-05,408,15,56
408-06,408,19,7
408-07,408,18,9
408-08,408,3,55
408-09,408,14,999
408-10,408,17,39
409-01,409,19,7
409-02,409,1,109
409-03,409,9,64
409-04,409,6,168
409-05,409,7,9
409-06,409,12,114
410-01,410,5,695
410-02,410,4,15
410-03,410,20,12
410-04,410,6,168
410-05,410,11,109
411-01,411,1,109
411-02,411,19,7
411-03,411,15,56
411-04,411,5,695
411-05,411,6,168
411-06,411,16,29
411-07,411,13,599
411-08,411,9,64
411-09,411,17,39
412-01,412,2,22
412-02,412,10,109
413-01,413,12,114
413-02,413,10,109
413-03,413,9,64
413-04,413,5,695
414-01,414,14,999
415-01,415,11,109
415-02,415,4,15
415-03,415,8,10
415-04,415,16,29
416-01,416,14,999
416-02,416,4,15
416-03,416,16,29
417-01,417,1,109
417-02,417,12,114
417-03,417,2,22
417-04,417,15,56
417-05,417,11,109
417-06,417,16,29
417-07,417,18,9
417-08,417,19,7
417-09,417,8,10
418-01,418,15,56
418-02,418,12,114
418-03,418,17,39
418-04,418,6,168
418-05,418,13,599
418-06,418,11,109
418-07,418,8,10
419-01,419,13,599
419-02,419,17,39
419-03,419,16,29
419-04,419,11,109
419-05,419,14,999
419-06,419,6,168
419-07,419,4,15
419-08,419,18,9
420-01,420,6,168
420-02,420,15,56
420-03,420,5,695
420-04,420,14,999
420-05,420,1,109
421-01,421,6,168
421-02,421,13,599
421-03,421,19,7
421-04,421,4,15
421-05,421,5,695
421-06,421,3,55
422-01,422,10,109
422-02,422,17,39
422-03,422,16,29
422-04,422,11,109
422-05,422,8,10
422-06,422,6,168
422-07,422,5,695
422-08,422,18,9
422-09,422,14,999
422-10,422,12,114
423-01,423,12,114
423-02,423,10,109
423-03,423,15,56
423-04,423,17,39
423-05,423,4,15
423-06,423,11,109
423-07,423,7,9
423-08,423,9,64
423-09,423,3,55
424-01,424,19,7
424-02,424,9,64
424-03,424,10,109
424-04,424,14,999
424-05,424,18,9
424-06,424,1,109
424-07,424,15,56
424-08,424,5,695
424-09,424,13,599
424-10,424,8,10
425-01,425,8,10
425-02,425,18,9
425-03,425,12,114
426-01,426,11,109
426-02,426,8,10
426-03,426,14,999
426-04,426,5,695
426-05,426,10,109
426-06,426,2,22
426-07,426,16,29
426-08,426,13,599
426-09,426,18,9
426-10,426,7,9
427-01,427,7,9
427-02,427,2,22
427-03,427,19,7
427-04,427,16,29
427-05,427,11,109
428-01,428,20,12
428-02,428,4,15
428-03,428,8,10
428-04,428,17,39
428-05,428,7,9
428-06,428,11,109
429-01,429,15,56
429-02,429,12,114
429-03,429,17,39
429-04,429,6,168
429-05,429,16,29
429-06,429,1,109
429-07,429,10,109
430-01,430,12,114
430-02,430,15,56
430-03,430,1,109
430-04,430,17,39
430-05,430,10,109
430-06,430,16,29
430-07,430,7,9
431-01,431,12,114
431-02,431,13,599
431-03,431,8,10
431-04,431,3,55
431-05,431,20,12
431-06,431,2,22
431-07,431,6,168
431-08,431,18,9
432-01,432,12,114
433-01,433,19,7
433-02,433,10,109
433-03,433,8,10
433-04,433,20,12
434-01,434,3,55
434-02,434,1,109
434-03,434,18,9
434-04,434,19,7
435-01,435,14,999
435-02,435,18,9
435-03,435,9,64
435-04,435,3,55
435-05,435,10,109
435-06,435,17,39
435-07,435,12,114
435-08,435,19,7
435-09,435,5,695
436-01,436,9,64
436-02,436,12,114
436-03,436,13,599
436-04,436,1,109
436-05,436,17,39
436-06,436,6,168
436-07,436,19,7
436-08,436,18,9
437-01,437,19,7
437-02,437,13,599
438-01,438,20,12
439-01,439,2,22
439-02,439,10,109
439-03,439,4,15
439-04,439,15,56
439-05,439,1,109
439-06,439,14,999
439-07,439,19,7
439-08,439,11,109
439-09,439,20,12
439-10,439,7,9
440-01,440,2,22
440-02,440,15,56
440-03,440,1,109
440-04,440,6,168
440-05,440,10,109
440-06,440,11,109
440-07,440,14,999
441-01,441,15,56
441-02,441,14,999
441-03,441,16,29
441-04,441,1,109
441-05,441,2,22
442-01,442,5,695
442-02,442,8,10
442-03,442,1,109
442-04,442,18,9
442-05,442,6,168
442-06,442,19,7
443-01,443,9,64
443-02,443,2,22
443-03,443,6,168
443-04,443,20,12
443-05,443,4,15
443-06,443,13,599
443-07,443,15,56
443-08,443,18,9
444-01,444,14,999
445-01,445,6,168
445-02,445,18,9
445-03,445,11,109
445-04,445,4,15
445-05,445,15,56
446-01,446,1,109
446-02,446,17,39
446-03,446,18,9
446-04,446,14,999
446-05,446,12,114
446-06,446,2,22
447-01,447,13,599
447-02,447,1,109
447-03,447,8,10
447-04,447,5,695
447-05,447,19,7
447-06,447,3,55
448-01,448,7,9
448-02,448,10,109
448-03,448,17,39
448-04,448,19,7
448-05,448,5,695
448-06,448,4,15
448-07,448,9,64
449-01,449,6,168
449-02,449,18,9
449-03,449,20,12
449-04,449,19,7
450-01,450,16,29
450-02,450,19,7
450-03,450,2,22
450-04,450,15,56
450-05,450,3,55
450-06,450,17,39
450-07,450,13,599
450-08,450,9,64
451-01,451,9,64
451-02,451,4,15
451-03,451,17,39
451-04,451,7,9
452-01,452,4,15
452-02,452,17,39
452-03,452,15,56
452-04,452,2,22
452-05,452,3,55
452-06,452,7,9
453-01,453,15,56
453-02,453,5,695
453-03,453,8,10
454-01,454,13,599
454-02,454,15,56
454-03,454,20,12
454-04,454,14,999
454-05,454,8,10
454-06,454,3,55
455-01,455,19,7
455-02,455,4,15
455-03,455,7,9
455-04,455,15,56
455-05,455,9,64
455-06,455,12,114
455-07,455,18,9
455-08,455,2,22
455-09,455,13,599
456-01,456,6,168
456-02,456,5,695
456-03,456,1,109
456-04,456,3,55
456-05,456,11,109
456-06,456,13,599
456-07,456,20,12
457-01,457,14,999
458-01,458,18,9
458-02,458,7,9
458-03,458,10,109
458-04,458,6,168
458-05,458,2,22
458-06,458,5,695
458-07,458,11,109
458-08,458,13,599
458-09,458,8,10
459-01,459,3,55
460-01,460,16,29
460-02,460,10,109
460-03,460,14,999
460-04,460,19,7
460-05,460,11,109
460-06,460,15,56
460-07,460,12,114
460-08,460,20,12
460-09,460,6,168
461-01,461,13,599
462-01,462,14,999
462-02,462,16,29
462-03,462,6,168
463-01,463,8,10
463-02,463,4,15
463-03,463,1,109
463-04,463,9,64
463-05,463,13,599
463-06,463,6,168
463-07,463,5,695
463-08,463,12,114
463-09,463,20,12
464-01,464,7,9
464-02,464,3,55
464-03,464,18,9
464-04,464,19,7
464-05,464,15,56
464-06,464,2,22
464-07,464,11,109
464-08,464,1,109
464-09,464,14,999
464-10,464,5,695
465-01,465,9,64
465-02,465,8,10
465-03,465,18,9
466-01,466,4,15
466-02,466,14,999
466-03,466,7,9
466-04,466,1,109
466-05,466,13,599
466-06,466,3,55
466-07,466,10,109
466-08,466,16,29
466-09,466,17,39
466-10,466,19,7
467-01,467,20,12
467-02,467,15,56
467-03,467,10,109
467-04,467,7,9
468-01,468,3,55
469-01,469,6,168
469-02,469,20,12
469-03,469,7,9
469-04,469,1,109
470-01,470,7,9
470-02,470,9,64
470-03,470,12,114
470-04,470,14,999
470-05,470,15,56
470-06,470,1,109
470-07,470,10,109
470-08,470,13,599
470-09,470,11,109
470-10,470,20,12
471-01,471,18,9
472-01,472,12,114
472-02,472,2,22
472-03,472,11,109
472-04,472,10,109
472-05,472,13,599
472-06,472,1,109
472-07,472,7,9
472-08,472,17,39
472-09,472,18,9
472-10,472,19,7
473-01,473,2,22
473-02,473,5,695
473-03,473,12,114
474-01,474,15,56
474-02,474,4,15
474-03,474,19,7
474-04,474,17,39
474-05,474,3,55
475-01,475,17,39
475-02,475,18,9
475-03,475,13,599
476-01,476,19,7
476-02,476,15,56
477-01,477,10,109
477-02,477,8,10
478-01,478,4,15
478-02,478,3,55
478-03,478,18,9
478-04,478,12,114
478-05,478,1,109
478-06,478,6,168
479-01,479,12,114
480-01,480,12,114
481-01,481,11,109
481-02,481,4,15
481-03,481,18,9
481-04,481,2,22
481-05,481,12,114
482-01,482,10,109
482-02,482,9,64
482-03,482,14,999
482-04,482,11,109
482-05,482,12,114
482-06,482,4,15
483-01,483,15,56
483-02,483,3,55
483-03,483,17,39
483-04,483,9,64
484-01,484,6,168
485-01,485,18,9
485-02,485,8,10
485-03,485,9,64
485-04,485,17,39
485-05,485,16,29
485-06,485,4,15
485-07,485,14,999
486-01,486,10,109
486-02,486,11,109
486-03,486,17,39
486-04,486,15,56
486-05,486,6,168
486-06,486,8,10
486-07,486,16,29
486-08,486,18,9
487-01,487,10,109
487-02,487,14,999
487-03,487,8,10
487-04,487,4,15
488-01,488,5,695
488-02,488,14,999
488-03,488,4,15
488-04,488,11,109
488-05,488,20,12
488-06,488,13,599
488-07,488,2,22
488-08,488,15,56
488-09,488,16,29
488-10,488,18,9
489-01,489,10,109
489-02,489,2,22
489-03,489,19,7
489-04,489,11,109
489-05,489,9,64
490-01,490,17,39
490-02,490,15,56
491-01,491,11,109
491-02,491,20,12
491-03,491,6,168
491-04,491,8,10
491-05,491,16,29
491-06,491,17,39
491-07,491,15,56
491-08,491,14,999
491-09,491,7,9
492-01,492,6,168
492-02,492,12,114
492-03,492,5,695
492-04,492,10,109
492-05,492,14,999
492-06,492,20,12
492-07,492,17,39
493-01,493,13,599
493-02,493,11,109
493-03,493,17,39
493-04,493,8,10
493-05,493,10,109
493-06,493,20,12
493-07,493,19,7
493-08,493,12,114
493-09,493,3,55
494-01,494,14,999
494-02,494,18,9
494-03,494,10,109
494-04,494,4,15
494-05,494,11,109
494-06,494,1,109
494-07,494,17,39
495-01,495,20,12
495-02,495,8,10
495-03,495,1,109
495-04,495,19,7
495-05,495,9,64
495-06,495,10,109
495-07,495,11,109
495-08,495,5,695
496-01,496,1,109
496-02,496,16,29
496-03,496,3,55
496-04,496,12,114
496-05,496,10,109
496-06,496,2,22
496-07,496,20,12
497-01,497,16,29
497-02,497,11,109
498-01,498,8,10
498-02,498,18,9
498-03,498,12,114
498-04,498,19,7
498-05,498,4,15
498-06,498,9,64
499-01,499,12,114
499-02,499,7,9
500-01,500,12,114
500-02,500,10,109
500-03,500,3,55
500-04,500,16,29
500-05,500,15,56
500-06,500,5,695
500-07,500,18,9
500-08,500,7,9
500-09,500,17,39
500-10,500,11,109
501-01,501,14,999
501-02,501,9,64
501-03,501,20,12
501-04,501,11,109
501-05,501,2,22
502-01,502,1,109
502-02,502,17,39
502-03,502,16,29
502-04,502,7,9
502-05,502,19,7
502-06,502,14,999
502-07,502,5,695
502-08,502,6,168
502-09,502,13,599
502-10,502,20,12
503-01,503,6,168
503-02,503,14,999
503-03,503,10,109
503-04,503,13,599
503-05,503,7,9
503-06,503,16,29
503-07,503,12,114
503-08,503,15,56
503-09,503,9,64
504-01,504,16,29
504-02,504,9,64
505-01,505,4,15
505-02,505,7,9
505-03,505,8,10
505-04,505,18,9
505-05,505,3,55
505-06,505,19,7
505-07,505,17,39
505-08,505,11,109
505-09,505,15,56
505-10,505,5,695
506-01,506,10,109
506-02,506,8,10
507-01,507,5,695
507-02,507,13,599
507-03,507,17,39
507-04,507,16,29
507-05,507,15,56
507-06,507,12,114
508-01,508,2,22
508-02,508,4,15
508-03,508,15,56
509-01,509,16,29
509-02,509,14,999
509-03,509,3,55
510-01,510,12,114
510-02,510,15,56
510-03,510,20,12
510-04,510,4,15
510-05,510,13,599
511-01,511,15,56
511-02,511,5,695
511-03,511,19,7
511-04,511,18,9
512-01,512,11,109
512-02,512,19,7
512-03,512,9,64
512-04,512,20,12
512-05,512,3,55
513-01,513,5,695
